date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:41	103478/103478	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2003:53:41%20GMT	https://seehot360.blogspot.com/	C:/My%20Web%20Sites/500/seehot360.blogspot.com/index.html	(from )
09:53:41	147/147	---MCZ	200	added ('OK')	text/plain	date:Sat,%2004%20Mar%202023%2003:53:41%20GMT	https://seehot360.blogspot.com/robots.txt		(from )
09:53:42	3638/3638	---MCZ	200	added ('OK')	image/x-icon	date:Sat,%2004%20Mar%202023%2003:53:41%20GMT	https://seehot360.blogspot.com/favicon.ico	C:/My%20Web%20Sites/500/seehot360.blogspot.com/favicon.ico	(from https://seehot360.blogspot.com/)
09:53:44	140367/140367	---M-Z	200	added ('OK')	application/atom+xml	date:Sat,%2004%20Mar%202023%2003:53:41%20GMT	https://seehot360.blogspot.com/feeds/posts/default	C:/My%20Web%20Sites/500/seehot360.blogspot.com/feeds/posts/default	(from https://seehot360.blogspot.com/)
09:53:46	113516/113516	---M-Z	200	added ('OK')	application/rss+xml	date:Sat,%2004%20Mar%202023%2003:53:41%20GMT	https://seehot360.blogspot.com/feeds/posts/default?alt=rss	C:/My%20Web%20Sites/500/seehot360.blogspot.com/feeds/posts/default9522	(from https://seehot360.blogspot.com/)
09:53:46	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/500/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://seehot360.blogspot.com/)
09:53:47	170570/170570	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2003:53:48%20GMT	https://cdn.statically.io/gh/TaufiqHdyt/CDN/fd1ce28b/font-awesome-5-pro/css/all.min.css	C:/My%20Web%20Sites/500/cdn.statically.io/gh/TaufiqHdyt/CDN/fd1ce28b/font-awesome-5-pro/css/all.min.css	(from https://seehot360.blogspot.com/)
09:53:48	4301/4301	---M--	200	added ('OK')	image/jpeg	etag:%22ve47%22	https://2.bp.blogspot.com/-fjaZBtfvzac/UN1mw2tUamI/AAAAAAAADkc/XdKqt8hWZ6w/s1600/anon.jpg	C:/My%20Web%20Sites/500/2.bp.blogspot.com/-fjaZBtfvzac/UN1mw2tUamI/AAAAAAAADkc/XdKqt8hWZ6w/s1600/anon.jpg	(from https://seehot360.blogspot.com/)
09:53:48	372/372	---M--	200	added ('OK')	image/png	etag:%22v1bdf%22	https://4.bp.blogspot.com/-cmZSAe4hgWI/V0K-3C5xiHI/AAAAAAAAG90/2btatUgRsM4qf8HIc7QweuToTkRqRNeuACLcB/s1600/delete.png	C:/My%20Web%20Sites/500/4.bp.blogspot.com/-cmZSAe4hgWI/V0K-3C5xiHI/AAAAAAAAG90/2btatUgRsM4qf8HIc7QweuToTkRqRNeuACLcB/s1600/delete.png	(from https://seehot360.blogspot.com/)
09:53:50	1/1	---MC-	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2003:53:51%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=4259932084053238874&zx=4be85ff8-8397-4731-b386-b1898cf15dc2	C:/My%20Web%20Sites/500/www.blogger.com/dyn-css/authorizationf32a.css	(from https://seehot360.blogspot.com/)
